AGE,GENDER,CITY,FOOD_TYPE,JOB,STATE,AGE GROUP
83,F,Haridwar,Mughlai,Business,Uttarakhand,Senior Citizen
76,F,Haridwar,Thai,Business,Uttarakhand,Senior Citizen
10,M,Kanpur,Punjabi,Self Employed,Uttar Pradesh,Young
17,F,Haridwar,Thai,Service,Uttarakhand,Young
11,M,Rajgir,Thai,Bank,Bihar,Young
49,M,Meerut,North Indian,MNC,Uttar Pradesh,Working
72,M,Ludhiana,Italian,Government Job,Punjab,Senior Citizen
25,M,Gulmarg,Continental,Bank,Jammu,Working
99,F,Khajjar,Lebanese,Data Scientist,Himachal Pradesh,Senior Citizen
58,M,Ambala,Thai,Bank,Haryana,Working
84,M,Dras,Continental,Driver,Jammu,Senior Citizen
70,F,Shimla,Lebanese,Service,Himachal Pradesh,Senior Citizen
4,M,Alwar,Street Food,Data Scientist,Rajasthan,Young
94,M,Shimla,North Indian,CA,Himachal Pradesh,Senior Citizen
2,M,Ludhiana,Punjabi,Software Engineer,Punjab,Young
72,F,Muzzafarpur,North Indian,Software Engineer,Bihar,Senior Citizen
30,F,Jaisalmer,Chinese,Service,Rajasthan,Working
26,F,Ambala,Italian,MNC,Haryana,Working
34,M,Mussoorie,North Indian,Driver,Uttarakhand,Working
82,M,Gulmarg,Thai,Software Engineer,Jammu,Senior Citizen
18,F,Udaipur,Punjabi,Bank,Rajasthan,Young
70,M,Bhilwara,Mughlai,CA,Rajasthan,Senior Citizen
75,F,Faridkot,North Indian,Data Scientist,Punjab,Senior Citizen
49,M,Abohar,Street Food,Teacher,Punjab,Working
10,F,Jaipur,Lebanese,Driver,Rajasthan,Young
94,M,Nainital,Mughlai,Software Engineer,Uttarakhand,Senior Citizen
57,F,Patna,North Indian,Software Engineer,Bihar,Working
41,F,Udaipur,Italian,CA,Rajasthan,Working
82,F,Patiala,Italian,Driver,Punjab,Senior Citizen
64,F,Chandigarh,Mughlai,Teacher,Union Territory,Senior Citizen
19,M,Abohar,Continental,Government Job,Punjab,Young
57,M,Jaipur,North Indian,MNC,Rajasthan,Working
1,F,Baramulla,Mughlai,Bank,Jammu,Young
82,M,Faridabad,Italian,Bank,Haryana,Senior Citizen
91,F,Ludhiana,Street Food,Self Employed,Punjab,Senior Citizen
51,F,Ajmer,Thai,Self Employed,Rajasthan,Working
30,F,Jammu,Chinese,Teacher,Jammu,Working
59,M,Chandigarh,Thai,Self Employed,Union Territory,Working
95,M,Agra,Street Food,MNC,Uttar Pradesh,Senior Citizen
51,F,Jammu,Chinese,Service,Jammu,Working
83,M,Jaisalmer,Thai,Teacher,Rajasthan,Senior Citizen
88,M,Meerut,Punjabi,Service,Uttar Pradesh,Senior Citizen
95,M,Pathankot,North Indian,Service,Punjab,Senior Citizen
15,M,Udaipur,Street Food,Data Scientist,Rajasthan,Young
33,M,Bodh Gaya,Continental,Government Job,Bihar,Working
65,F,Baramulla,Street Food,Data Scientist,Jammu,Senior Citizen
34,M,Baramulla,Chinese,Software Engineer,Jammu,Working
29,M,Baramulla,Italian,Bank,Jammu,Working
98,F,Chandigarh,Continental,Self Employed,Union Territory,Senior Citizen
79,F,Kullu,Chinese,Data Scientist,Himachal Pradesh,Senior Citizen
96,M,Buxar,Street Food,Data Scientist,Bihar,Senior Citizen
6,M,Kullu,Italian,Data Scientist,Himachal Pradesh,Young
90,M,Udaipur,Chinese,Service,Rajasthan,Senior Citizen
23,M,Ghaziabad,Chinese,Business,Uttar Pradesh,Working
80,M,Rajauri,North Indian,CA,Jammu,Senior Citizen
89,M,Udaipur,Continental,MNC,Rajasthan,Senior Citizen
78,F,Rajgir,Punjabi,Bank,Bihar,Senior Citizen
55,M,Nainital,Punjabi,Service,Uttarakhand,Working
3,F,Dharamshala,Lebanese,Business,Himachal Pradesh,Young
41,F,Patiala,Lebanese,Software Engineer,Punjab,Working
68,M,Udaipur,Punjabi,Service,Rajasthan,Senior Citizen
87,M,Bikaner,Italian,Service,Rajasthan,Senior Citizen
30,F,Bikaner,Punjabi,Self Employed,Rajasthan,Working
49,M,Bikaner,Continental,Driver,Rajasthan,Working
36,M,Patna,Italian,Business,Bihar,Working
40,F,Ajmer,Punjabi,Bank,Rajasthan,Working
19,M,Manali,Punjabi,CA,Himachal Pradesh,Young
45,M,Khajjar,North Indian,Business,Himachal Pradesh,Working
5,M,Patna,Street Food,CA,Bihar,Young
62,M,Ghaziabad,Mughlai,Self Employed,Uttar Pradesh,Senior Citizen
87,M,Rorkee,Mughlai,MNC,Uttarakhand,Senior Citizen
68,M,Rohtak,North Indian,Service,Haryana,Senior Citizen
15,F,Jaisalmer,Lebanese,Driver,Rajasthan,Young
41,F,Chittorgarh,Chinese,Data Scientist,Rajasthan,Working
85,F,Kullu,Punjabi,Service,Himachal Pradesh,Senior Citizen
53,F,Chittorgarh,Street Food,Bank,Rajasthan,Working
89,F,Meerut,Continental,MNC,Uttar Pradesh,Senior Citizen
65,M,Kasauli,Punjabi,MNC,Himachal Pradesh,Senior Citizen
26,F,Chittorgarh,Italian,MNC,Rajasthan,Working
99,F,Buxar,Chinese,Service,Bihar,Senior Citizen
79,M,Agra,Thai,Business,Uttar Pradesh,Senior Citizen
20,M,Khannauj,Italian,Bank,Uttar Pradesh,Young
18,M,Rajgir,Mughlai,CA,Bihar,Young
83,F,Pittorgarh,North Indian,Teacher,Uttarakhand,Senior Citizen
31,F,Patna,Chinese,Bank,Bihar,Working
20,M,Lucknow,Punjabi,CA,Uttar Pradesh,Young
16,M,Kargil,Continental,MNC,Jammu,Young
24,M,Srinagar,Thai,Software Engineer,Jammu,Working
71,M,Pittorgarh,Italian,MNC,Uttarakhand,Senior Citizen
75,F,Khajjar,North Indian,Self Employed,Himachal Pradesh,Senior Citizen
69,F,Buxar,Mughlai,Government Job,Bihar,Senior Citizen
31,M,Delhi,Lebanese,MNC,Union Territory,Working
28,F,Noida,Lebanese,CA,Uttar Pradesh,Working
2,F,Ludhiana,Chinese,Business,Punjab,Young
82,F,Noida,Thai,Teacher,Uttar Pradesh,Senior Citizen
81,F,Jalandhar,Chinese,Business,Punjab,Senior Citizen
47,F,Lucknow,Lebanese,Driver,Uttar Pradesh,Working
13,M,Khajjar,Punjabi,MNC,Himachal Pradesh,Young
67,F,Lucknow,Thai,Teacher,Uttar Pradesh,Senior Citizen
24,M,Pittorgarh,Continental,Self Employed,Uttarakhand,Working
47,F,Ghaziabad,Continental,MNC,Uttar Pradesh,Working
10,F,Bhilwara,Thai,Software Engineer,Rajasthan,Young
91,M,Faridabad,Italian,MNC,Haryana,Senior Citizen
34,F,Bathinda,Continental,Business,Punjab,Working
88,M,Khannauj,Thai,Government Job,Uttar Pradesh,Senior Citizen
63,M,Ludhiana,North Indian,MNC,Punjab,Senior Citizen
41,F,Rewari,Lebanese,Driver,Haryana,Working
5,M,Jaipur,Street Food,Government Job,Rajasthan,Young
8,M,Chandigarh,Chinese,Self Employed,Union Territory,Young
70,M,Ajmer,Thai,CA,Rajasthan,Senior Citizen
88,F,Kullu,Chinese,Business,Himachal Pradesh,Senior Citizen
98,F,Rajauri,Street Food,Government Job,Jammu,Senior Citizen
82,M,Chandigarh,Continental,Driver,Union Territory,Senior Citizen
22,F,Gulmarg,Punjabi,CA,Jammu,Working
31,F,Varanasi,Street Food,Driver,Uttar Pradesh,Working
29,M,Chittorgarh,Chinese,Software Engineer,Rajasthan,Working
62,M,Khannauj,North Indian,CA,Uttar Pradesh,Senior Citizen
36,F,Dras,Punjabi,Government Job,Jammu,Working
2,F,Ludhiana,North Indian,Teacher,Punjab,Young
2,M,Jodhpur,Italian,CA,Rajasthan,Young
54,F,Hisar,North Indian,Service,Haryana,Working
85,F,Udaipur,Thai,Software Engineer,Rajasthan,Senior Citizen
74,M,Noida,Thai,Business,Uttar Pradesh,Senior Citizen
45,M,Bodh Gaya,Italian,Government Job,Bihar,Working
73,M,Bikaner,Chinese,Software Engineer,Rajasthan,Senior Citizen
81,M,Kullu,North Indian,MNC,Himachal Pradesh,Senior Citizen
77,F,Ludhiana,North Indian,Service,Punjab,Senior Citizen
93,F,Jaisalmer,Chinese,Government Job,Rajasthan,Senior Citizen
81,F,Una,Punjabi,MNC,Himachal Pradesh,Senior Citizen
71,F,Hisar,Chinese,Teacher,Haryana,Senior Citizen
60,F,Nainital,North Indian,Government Job,Uttarakhand,Working
15,F,Lucknow,Punjabi,MNC,Uttar Pradesh,Young
92,M,Patna,Street Food,Bank,Bihar,Senior Citizen
72,M,Kullu,Mughlai,MNC,Himachal Pradesh,Senior Citizen
21,F,Agra,Italian,Software Engineer,Uttar Pradesh,Working
91,F,Lucknow,Italian,Bank,Uttar Pradesh,Senior Citizen
75,F,Mussoorie,North Indian,Government Job,Uttarakhand,Senior Citizen
94,F,Patna,Lebanese,Data Scientist,Bihar,Senior Citizen
53,M,Jalandhar,Continental,MNC,Punjab,Working
37,M,Una,Punjabi,Service,Himachal Pradesh,Working
37,M,Alwar,Mughlai,Driver,Rajasthan,Working
25,F,Bathinda,Chinese,Data Scientist,Punjab,Working
75,F,Gurgaon,Mughlai,Driver,Haryana,Senior Citizen
18,M,Bodh Gaya,Continental,CA,Bihar,Young
36,M,Faridabad,Continental,Data Scientist,Haryana,Working
18,F,Mussoorie,Punjabi,Bank,Uttarakhand,Young
38,F,Pathankot,Mughlai,Self Employed,Punjab,Working
45,M,Kanpur,Italian,Service,Uttar Pradesh,Working
8,F,Khannauj,North Indian,Self Employed,Uttar Pradesh,Young
12,F,Ghaziabad,Street Food,CA,Uttar Pradesh,Young
63,M,Leh,Chinese,Self Employed,Jammu,Senior Citizen
52,M,Dharamshala,Thai,Teacher,Himachal Pradesh,Working
58,M,Muzzafarpur,Mughlai,Driver,Bihar,Working
77,M,Muzzafarpur,North Indian,Service,Bihar,Senior Citizen
79,M,Meerut,Street Food,MNC,Uttar Pradesh,Senior Citizen
37,F,Buxar,Continental,Data Scientist,Bihar,Working
5,F,Bhilwara,Italian,Driver,Rajasthan,Young
78,M,Jalandhar,Italian,Software Engineer,Punjab,Senior Citizen
84,M,Hisar,Chinese,Self Employed,Haryana,Senior Citizen
94,F,Chittorgarh,Thai,Government Job,Rajasthan,Senior Citizen
53,F,Mussoorie,North Indian,Bank,Uttarakhand,Working
33,M,Buxar,Mughlai,MNC,Bihar,Working
44,M,Patiala,Street Food,Government Job,Punjab,Working
57,F,Mussoorie,Italian,Driver,Uttarakhand,Working
2,M,Chittorgarh,Italian,Self Employed,Rajasthan,Young
82,M,Kathua,Lebanese,Self Employed,Jammu,Senior Citizen
31,M,Pittorgarh,North Indian,MNC,Uttarakhand,Working
15,M,Bikaner,Continental,Government Job,Rajasthan,Young
6,M,Rohtak,Lebanese,Teacher,Haryana,Young
70,M,Delhi,Mughlai,Software Engineer,Union Territory,Senior Citizen
33,F,Pathankot,Mughlai,MNC,Punjab,Working
50,F,Abohar,Lebanese,Government Job,Punjab,Working
87,M,Bodh Gaya,Continental,Data Scientist,Bihar,Senior Citizen
48,F,Chittorgarh,Chinese,Teacher,Rajasthan,Working
16,F,Abohar,Punjabi,Government Job,Punjab,Young
68,M,Abohar,Punjabi,Government Job,Punjab,Senior Citizen
2,F,Kathua,North Indian,CA,Jammu,Young
69,F,Nainital,Continental,Government Job,Uttarakhand,Senior Citizen
65,F,Hisar,North Indian,Software Engineer,Haryana,Senior Citizen
71,F,Manali,Lebanese,Software Engineer,Himachal Pradesh,Senior Citizen
58,M,Jammu,Thai,CA,Jammu,Working
34,M,Dras,Punjabi,Business,Jammu,Working
3,F,Ludhiana,Lebanese,Service,Punjab,Young
27,M,Bareily,Continental,Data Scientist,Uttar Pradesh,Working
74,F,Haridwar,Chinese,CA,Uttarakhand,Senior Citizen
45,M,Pittorgarh,Punjabi,Business,Uttarakhand,Working
7,F,Nainital,Italian,CA,Uttarakhand,Young
57,M,Alwar,Continental,Business,Rajasthan,Working
62,F,Pittorgarh,Chinese,Driver,Uttarakhand,Senior Citizen
81,M,Pathankot,Continental,MNC,Punjab,Senior Citizen
56,M,Faridkot,Mughlai,Driver,Punjab,Working
30,M,Rorkee,Chinese,Software Engineer,Uttarakhand,Working
52,M,Dras,Thai,Bank,Jammu,Working
23,F,Bodh Gaya,Thai,MNC,Bihar,Working
17,F,Patiala,Chinese,Driver,Punjab,Young
81,M,Abohar,Continental,Driver,Punjab,Senior Citizen
51,M,Bathinda,Lebanese,Software Engineer,Punjab,Working
33,M,Mussoorie,Italian,Government Job,Uttarakhand,Working
69,M,Varanasi,Chinese,Business,Uttar Pradesh,Senior Citizen
20,F,Jammu,Street Food,CA,Jammu,Young
26,M,Muzzafarpur,Chinese,Government Job,Bihar,Working
59,F,Patna,Thai,Teacher,Bihar,Working
54,F,Kasauli,Punjabi,Teacher,Himachal Pradesh,Working
94,F,Leh,Italian,Bank,Jammu,Senior Citizen
48,F,Lucknow,North Indian,CA,Uttar Pradesh,Working
1,M,Bathinda,Street Food,Teacher,Punjab,Young
90,F,Chittorgarh,North Indian,Driver,Rajasthan,Senior Citizen
61,M,Jodhpur,North Indian,Self Employed,Rajasthan,Senior Citizen
80,F,Rorkee,Mughlai,MNC,Uttarakhand,Senior Citizen
45,F,Dharamshala,Italian,Software Engineer,Himachal Pradesh,Working
55,F,Patna,Italian,CA,Bihar,Working
84,M,Jalandhar,Thai,Teacher,Punjab,Senior Citizen
77,M,Leh,Italian,MNC,Jammu,Senior Citizen
50,F,Mussoorie,Continental,Bank,Uttarakhand,Working
40,F,Pittorgarh,Mughlai,Government Job,Uttarakhand,Working
63,F,Rohtak,Street Food,CA,Haryana,Senior Citizen
10,M,Varanasi,Mughlai,Software Engineer,Uttar Pradesh,Young
13,F,Manali,Lebanese,Government Job,Himachal Pradesh,Young
34,M,Hisar,Continental,CA,Haryana,Working
72,M,Jammu,Punjabi,Teacher,Jammu,Senior Citizen
10,F,Chittorgarh,Mughlai,CA,Rajasthan,Young
25,M,Varanasi,North Indian,Government Job,Uttar Pradesh,Working
44,M,Noida,Street Food,MNC,Uttar Pradesh,Working
12,M,Rajgir,Street Food,Data Scientist,Bihar,Young
51,M,Shimla,Street Food,Driver,Himachal Pradesh,Working
91,M,Manali,Continental,Software Engineer,Himachal Pradesh,Senior Citizen
77,M,Agra,Mughlai,Service,Uttar Pradesh,Senior Citizen
76,F,Kasauli,Mughlai,Government Job,Himachal Pradesh,Senior Citizen
72,M,Patiala,Punjabi,Service,Punjab,Senior Citizen
83,M,Alwar,Continental,Service,Rajasthan,Senior Citizen
86,M,Gulmarg,Street Food,Software Engineer,Jammu,Senior Citizen
1,F,Gurgaon,Punjabi,Service,Haryana,Young
69,M,Abohar,Lebanese,MNC,Punjab,Senior Citizen
35,F,Kullu,Street Food,Data Scientist,Himachal Pradesh,Working
21,M,Dharamshala,Thai,Software Engineer,Himachal Pradesh,Working
86,F,Khannauj,Street Food,Business,Uttar Pradesh,Senior Citizen
43,M,Dras,Italian,Business,Jammu,Working
90,M,Rorkee,North Indian,MNC,Uttarakhand,Senior Citizen
46,F,Gulmarg,Punjabi,MNC,Jammu,Working
99,F,Chandigarh,North Indian,Driver,Union Territory,Senior Citizen
4,F,Pathankot,Street Food,Self Employed,Punjab,Young
65,M,Haridwar,Lebanese,Driver,Uttarakhand,Senior Citizen
1,M,Mussoorie,Punjabi,CA,Uttarakhand,Young
58,F,Gurgaon,Italian,Service,Haryana,Working
40,M,Gurgaon,Punjabi,Service,Haryana,Working
11,M,Khajjar,Chinese,CA,Himachal Pradesh,Young
34,F,Manali,Mughlai,Software Engineer,Himachal Pradesh,Working
72,M,Nainital,Punjabi,Service,Uttarakhand,Senior Citizen
72,F,Rajauri,Mughlai,MNC,Jammu,Senior Citizen
24,M,Chittorgarh,Lebanese,Data Scientist,Rajasthan,Working
14,F,Ambala,Mughlai,MNC,Haryana,Young
83,M,Nainital,Continental,Service,Uttarakhand,Senior Citizen
77,F,Chittorgarh,Chinese,Software Engineer,Rajasthan,Senior Citizen
55,M,Varanasi,Punjabi,CA,Uttar Pradesh,Working
1,M,Bhilwara,Italian,Teacher,Rajasthan,Young
28,F,Bhilwara,Mughlai,Driver,Rajasthan,Working
70,F,Jodhpur,Continental,MNC,Rajasthan,Senior Citizen
78,M,Ambala,North Indian,Self Employed,Haryana,Senior Citizen
84,M,Bikaner,North Indian,Software Engineer,Rajasthan,Senior Citizen
51,M,Manali,Thai,CA,Himachal Pradesh,Working
31,M,Bodh Gaya,Mughlai,Driver,Bihar,Working
31,F,Haridwar,Punjabi,CA,Uttarakhand,Working
38,F,Kanpur,Thai,Self Employed,Uttar Pradesh,Working
8,F,Noida,Italian,Service,Uttar Pradesh,Young
63,M,Bodh Gaya,Mughlai,Bank,Bihar,Senior Citizen
99,M,Noida,North Indian,Driver,Uttar Pradesh,Senior Citizen
60,M,Darbhanga,North Indian,Business,Bihar,Working
71,M,Patna,Street Food,Self Employed,Bihar,Senior Citizen
72,F,Rewari,Italian,Government Job,Haryana,Senior Citizen
31,F,Ghaziabad,North Indian,Bank,Uttar Pradesh,Working
51,F,Dalhousie,Chinese,Teacher,Himachal Pradesh,Working
2,M,Faridabad,Punjabi,Service,Haryana,Young
10,F,Jaipur,North Indian,Government Job,Rajasthan,Young
11,M,Rohtak,Punjabi,Self Employed,Haryana,Young
4,M,Agra,Punjabi,Service,Uttar Pradesh,Young
69,F,Chittorgarh,Continental,Driver,Rajasthan,Senior Citizen
44,F,Pathankot,Continental,Government Job,Punjab,Working
46,F,Ludhiana,Punjabi,Business,Punjab,Working
63,F,Bodh Gaya,Italian,CA,Bihar,Senior Citizen
54,F,Ambala,Thai,Government Job,Haryana,Working
91,F,Bhilwara,Thai,Bank,Rajasthan,Senior Citizen
54,F,Hisar,Thai,Business,Haryana,Working
40,F,Agra,Thai,Business,Uttar Pradesh,Working
80,F,Rajauri,Chinese,MNC,Jammu,Senior Citizen
93,F,Kathua,Thai,Driver,Jammu,Senior Citizen
65,F,Chandigarh,Mughlai,Software Engineer,Union Territory,Senior Citizen
27,M,Faridkot,North Indian,Self Employed,Punjab,Working
96,F,Pittorgarh,North Indian,CA,Uttarakhand,Senior Citizen
75,M,Jalandhar,Lebanese,Bank,Punjab,Senior Citizen
61,F,Patna,Italian,Bank,Bihar,Senior Citizen
8,F,Jaisalmer,Chinese,Business,Rajasthan,Young
50,M,Gulmarg,North Indian,Business,Jammu,Working
93,M,Faridabad,Thai,Software Engineer,Haryana,Senior Citizen
52,M,Una,Lebanese,Driver,Himachal Pradesh,Working
70,M,Bhilwara,Continental,Software Engineer,Rajasthan,Senior Citizen
68,M,Faridkot,North Indian,Service,Punjab,Senior Citizen
41,F,Ambala,Continental,CA,Haryana,Working
99,F,Jaipur,Chinese,Government Job,Rajasthan,Senior Citizen
56,F,Khannauj,Chinese,Bank,Uttar Pradesh,Working
56,M,Agra,Continental,Driver,Uttar Pradesh,Working
53,M,Ambala,Chinese,Service,Haryana,Working
7,M,Bathinda,Lebanese,Driver,Punjab,Young
33,F,Mussoorie,Chinese,Bank,Uttarakhand,Working
5,F,Khannauj,North Indian,MNC,Uttar Pradesh,Young
84,M,Rajauri,Chinese,MNC,Jammu,Senior Citizen
7,F,Bathinda,Lebanese,MNC,Punjab,Young
67,F,Manali,Punjabi,Driver,Himachal Pradesh,Senior Citizen
62,F,Varanasi,Punjabi,Business,Uttar Pradesh,Senior Citizen
93,M,Chittorgarh,Lebanese,Driver,Rajasthan,Senior Citizen
83,F,Bodh Gaya,Chinese,Teacher,Bihar,Senior Citizen
49,M,Rishikesh,Chinese,Driver,Uttarakhand,Working
32,M,Jaisalmer,Chinese,Teacher,Rajasthan,Working
96,M,Pittorgarh,Punjabi,CA,Uttarakhand,Senior Citizen
79,F,Alwar,North Indian,Driver,Rajasthan,Senior Citizen
22,F,Kanpur,Lebanese,Bank,Uttar Pradesh,Working
43,F,Shimla,Lebanese,Government Job,Himachal Pradesh,Working
59,M,Mussoorie,Italian,MNC,Uttarakhand,Working
5,M,Jaisalmer,Mughlai,Teacher,Rajasthan,Young
38,M,Ludhiana,Italian,Teacher,Punjab,Working
86,F,Faridabad,Lebanese,Data Scientist,Haryana,Senior Citizen
8,F,Haridwar,Lebanese,Government Job,Uttarakhand,Young
81,M,Bikaner,Chinese,Teacher,Rajasthan,Senior Citizen
44,F,Rishikesh,Punjabi,Business,Uttarakhand,Working
60,F,Pittorgarh,Punjabi,Software Engineer,Uttarakhand,Working
49,F,Srinagar,Lebanese,Driver,Jammu,Working
26,M,Faridkot,Lebanese,MNC,Punjab,Working
92,F,Chandigarh,Italian,Business,Union Territory,Senior Citizen
76,M,Dras,Punjabi,Bank,Jammu,Senior Citizen
63,M,Gulmarg,Mughlai,Bank,Jammu,Senior Citizen
21,M,Ambala,Lebanese,Driver,Haryana,Working
25,M,Varanasi,Chinese,Self Employed,Uttar Pradesh,Working
6,M,Ambala,Chinese,Business,Haryana,Young
26,M,Amritsar,Chinese,Government Job,Punjab,Working
38,F,Kargil,Punjabi,CA,Jammu,Working
44,M,Haridwar,Street Food,Business,Uttarakhand,Working
18,M,Kanpur,North Indian,Software Engineer,Uttar Pradesh,Young
34,F,Srinagar,Lebanese,CA,Jammu,Working
10,F,Abohar,North Indian,CA,Punjab,Young
92,M,Manali,Punjabi,Business,Himachal Pradesh,Senior Citizen
47,F,Gurgaon,North Indian,MNC,Haryana,Working
73,M,Bareily,Continental,CA,Uttar Pradesh,Senior Citizen
36,M,Jodhpur,North Indian,Data Scientist,Rajasthan,Working
89,F,Noida,Continental,Government Job,Uttar Pradesh,Senior Citizen
26,F,Mussoorie,North Indian,Self Employed,Uttarakhand,Working
13,F,Muzzafarpur,Lebanese,CA,Bihar,Young
88,F,Rishikesh,Chinese,Service,Uttarakhand,Senior Citizen
79,F,Rorkee,Continental,MNC,Uttarakhand,Senior Citizen
67,M,Kasauli,Lebanese,Government Job,Himachal Pradesh,Senior Citizen
92,F,Rohtak,Continental,Service,Haryana,Senior Citizen
60,F,Bhilwara,Street Food,Government Job,Rajasthan,Working
75,M,Kullu,Chinese,CA,Himachal Pradesh,Senior Citizen
24,M,Ghaziabad,Punjabi,Driver,Uttar Pradesh,Working
56,F,Faridkot,Continental,Bank,Punjab,Working
79,M,Rorkee,Lebanese,Government Job,Uttarakhand,Senior Citizen
91,M,Dras,Thai,Software Engineer,Jammu,Senior Citizen
68,M,Patna,Thai,CA,Bihar,Senior Citizen
72,M,Nainital,Mughlai,Service,Uttarakhand,Senior Citizen
45,F,Delhi,North Indian,Software Engineer,Union Territory,Working
72,F,Darbhanga,Continental,Teacher,Bihar,Senior Citizen
88,F,Kanpur,Street Food,Data Scientist,Uttar Pradesh,Senior Citizen
19,M,Hisar,Italian,Data Scientist,Haryana,Young
82,F,Manali,Mughlai,MNC,Himachal Pradesh,Senior Citizen
44,M,Kathua,North Indian,Service,Jammu,Working
86,F,Manali,Mughlai,MNC,Himachal Pradesh,Senior Citizen
99,F,Gurgaon,Mughlai,Government Job,Haryana,Senior Citizen
91,F,Bodh Gaya,Continental,Self Employed,Bihar,Senior Citizen
57,M,Ambala,Thai,MNC,Haryana,Working
89,M,Bikaner,Street Food,CA,Rajasthan,Senior Citizen
79,F,Patiala,Punjabi,Software Engineer,Punjab,Senior Citizen
18,M,Una,Punjabi,Service,Himachal Pradesh,Young
15,F,Kanpur,Street Food,Data Scientist,Uttar Pradesh,Young
87,F,Manali,Street Food,Business,Himachal Pradesh,Senior Citizen
50,M,Patiala,Italian,Government Job,Punjab,Working
26,M,Rajgir,Mughlai,Data Scientist,Bihar,Working
71,M,Leh,Punjabi,Business,Jammu,Senior Citizen
72,M,Muzzafarpur,Street Food,Data Scientist,Bihar,Senior Citizen
72,F,Dras,Lebanese,Business,Jammu,Senior Citizen
18,M,Srinagar,North Indian,Data Scientist,Jammu,Young
52,F,Alwar,Lebanese,Self Employed,Rajasthan,Working
50,M,Rorkee,Lebanese,Driver,Uttarakhand,Working
49,M,Baramulla,Punjabi,Bank,Jammu,Working
6,M,Chittorgarh,Continental,Data Scientist,Rajasthan,Young
61,F,Varanasi,Street Food,Data Scientist,Uttar Pradesh,Senior Citizen
87,M,Amritsar,Italian,Data Scientist,Punjab,Senior Citizen
86,M,Dalhousie,Punjabi,Bank,Himachal Pradesh,Senior Citizen
66,M,Ghaziabad,Mughlai,Software Engineer,Uttar Pradesh,Senior Citizen
46,M,Bathinda,Lebanese,CA,Punjab,Working
11,M,Bareily,Chinese,MNC,Uttar Pradesh,Young
7,F,Kullu,Lebanese,Self Employed,Himachal Pradesh,Young
91,M,Dharamshala,Italian,Software Engineer,Himachal Pradesh,Senior Citizen
79,F,Varanasi,Lebanese,Business,Uttar Pradesh,Senior Citizen
48,F,Delhi,Continental,Bank,Union Territory,Working
30,M,Kargil,Chinese,Data Scientist,Jammu,Working
34,F,Haridwar,Street Food,Service,Uttarakhand,Working
85,M,Agra,North Indian,Business,Uttar Pradesh,Senior Citizen
53,F,Jalandhar,Street Food,Data Scientist,Punjab,Working
28,F,Jalandhar,Thai,Software Engineer,Punjab,Working
11,M,Darbhanga,Italian,Data Scientist,Bihar,Young
69,M,Abohar,Chinese,Driver,Punjab,Senior Citizen
80,F,Agra,Mughlai,Software Engineer,Uttar Pradesh,Senior Citizen
23,M,Jodhpur,Thai,Service,Rajasthan,Working
26,F,Jammu,Chinese,Bank,Jammu,Working
63,F,Ghaziabad,Lebanese,Bank,Uttar Pradesh,Senior Citizen
86,F,Alwar,Thai,Bank,Rajasthan,Senior Citizen
15,F,Bathinda,Punjabi,Driver,Punjab,Young
7,M,Faridabad,Street Food,Service,Haryana,Young
13,F,Mussoorie,Chinese,CA,Uttarakhand,Young
45,M,Haridwar,Punjabi,Bank,Uttarakhand,Working
53,M,Meerut,North Indian,Service,Uttar Pradesh,Working
14,M,Darbhanga,Lebanese,Driver,Bihar,Young
37,M,Rohtak,Italian,Teacher,Haryana,Working
80,F,Rohtak,Lebanese,Self Employed,Haryana,Senior Citizen
49,M,Gulmarg,Lebanese,Driver,Jammu,Working
77,F,Kathua,Chinese,Teacher,Jammu,Senior Citizen
95,M,Nainital,Street Food,Bank,Uttarakhand,Senior Citizen
74,M,Pathankot,Italian,MNC,Punjab,Senior Citizen
29,M,Nainital,Lebanese,Government Job,Uttarakhand,Working
31,F,Dharamshala,Chinese,Driver,Himachal Pradesh,Working
74,M,Patna,Street Food,Government Job,Bihar,Senior Citizen
80,F,Shimla,Street Food,Government Job,Himachal Pradesh,Senior Citizen
52,F,Faridabad,Italian,Software Engineer,Haryana,Working
73,M,Khajjar,North Indian,Software Engineer,Himachal Pradesh,Senior Citizen
28,M,Meerut,Chinese,Government Job,Uttar Pradesh,Working
41,M,Gurgaon,Chinese,Bank,Haryana,Working
53,M,Ajmer,North Indian,Self Employed,Rajasthan,Working
32,M,Chittorgarh,Chinese,Business,Rajasthan,Working
70,M,Ajmer,Mughlai,Business,Rajasthan,Senior Citizen
69,F,Ludhiana,Thai,Teacher,Punjab,Senior Citizen
19,M,Ghaziabad,Continental,Teacher,Uttar Pradesh,Young
84,F,Gurgaon,Punjabi,Data Scientist,Haryana,Senior Citizen
23,F,Kullu,Thai,Government Job,Himachal Pradesh,Working
31,F,Rewari,Street Food,CA,Haryana,Working
92,F,Shimla,Chinese,Bank,Himachal Pradesh,Senior Citizen
68,M,Bodh Gaya,Street Food,Data Scientist,Bihar,Senior Citizen
93,M,Ajmer,Chinese,Service,Rajasthan,Senior Citizen
42,M,Rishikesh,Mughlai,Driver,Uttarakhand,Working
22,F,Faridabad,Mughlai,CA,Haryana,Working
5,F,Bodh Gaya,Continental,MNC,Bihar,Young
4,F,Nainital,Punjabi,Teacher,Uttarakhand,Young
23,M,Ajmer,Punjabi,Software Engineer,Rajasthan,Working
